id,Country,Continent,fhs,gov,Capital,pnr,Topography,Climate,le,imr,pcod,GDPPC,cer,bmi,gdpg,ii,cpi,hioef,lr,Religions,Languages,Population,
id_name_0,Country_name_0,Continent_name_0,fhs_name_0,gov_name_0,Capital_name_0,pnr_name_0,Topography_name_0,Climate_name_0,le_name_0,imr_name_0,pcod_name_0,GDPPC_name_0,cer_name_0,bmi_name_0,gdpg_name_0,ii_name_0,cpi_name_0,hioef_name_0,lr_name_0,Religions_name_0,Languages_name_0,Population_name_0
id_name_27,Country_name_27,Continent_name_27,fhs_name_27,gov_name_27,Capital_name_27,pnr_name_27,Topography_name_27,Climate_name_27,le_name_27,imr_name_27,pcod_name_27,GDPPC_name_27,cer_name_27,bmi_name_27,gdpg_name_27,ii_name_27,cpi_name_27,hioef_name_27,lr_name_27,Religions_name_27,Languages_name_27,Population_name_27
id_name_28,Country_name_28,Continent_name_28,fhs_name_28,gov_name_28,Capital_name_28,pnr_name_28,Topography_name_28,Climate_name_28,le_name_28,imr_name_28,pcod_name_28,GDPPC_name_28,cer_name_28,bmi_name_28,gdpg_name_28,ii_name_28,cpi_name_28,hioef_name_28,lr_name_28,Religions_name_28,Languages_name_28,Population_name_28
id_name_29,Country_name_29,Continent_name_29,fhs_name_29,gov_name_29,Capital_name_29,pnr_name_29,Topography_name_29,Climate_name_29,le_name_29,imr_name_29,pcod_name_29,GDPPC_name_29,cer_name_29,bmi_name_29,gdpg_name_29,ii_name_29,cpi_name_29,hioef_name_29,lr_name_29,Religions_name_29,Languages_name_29,Population_name_29
id_name_30,Country_name_30,Continent_name_30,fhs_name_30,gov_name_30,Capital_name_30,pnr_name_30,Topography_name_30,Climate_name_30,le_name_30,imr_name_30,pcod_name_30,GDPPC_name_30,cer_name_30,bmi_name_30,gdpg_name_30,ii_name_30,cpi_name_30,hioef_name_30,lr_name_30,Religions_name_30,Languages_name_30,Population_name_30
id_name_31,Country_name_31,Continent_name_31,fhs_name_31,gov_name_31,Capital_name_31,pnr_name_31,Topography_name_31,Climate_name_31,le_name_31,imr_name_31,pcod_name_31,GDPPC_name_31,cer_name_31,bmi_name_31,gdpg_name_31,ii_name_31,cpi_name_31,hioef_name_31,lr_name_31,Religions_name_31,Languages_name_31,Population_name_31
id_name_32,Country_name_32,Continent_name_32,fhs_name_32,gov_name_32,Capital_name_32,pnr_name_32,Topography_name_32,Climate_name_32,le_name_32,imr_name_32,pcod_name_32,GDPPC_name_32,cer_name_32,bmi_name_32,gdpg_name_32,ii_name_32,cpi_name_32,hioef_name_32,lr_name_32,Religions_name_32,Languages_name_32,Population_name_32
id_name_33,Country_name_33,Continent_name_33,fhs_name_33,gov_name_33,Capital_name_33,pnr_name_33,Topography_name_33,Climate_name_33,le_name_33,imr_name_33,pcod_name_33,GDPPC_name_33,cer_name_33,bmi_name_33,gdpg_name_33,ii_name_33,cpi_name_33,hioef_name_33,lr_name_33,Religions_name_33,Languages_name_33,Population_name_33
id_name_34,Country_name_34,Continent_name_34,fhs_name_34,gov_name_34,Capital_name_34,pnr_name_34,Topography_name_34,Climate_name_34,le_name_34,imr_name_34,pcod_name_34,GDPPC_name_34,cer_name_34,bmi_name_34,gdpg_name_34,ii_name_34,cpi_name_34,hioef_name_34,lr_name_34,Religions_name_34,Languages_name_34,Population_name_34
id_name_35,Country_name_35,Continent_name_35,fhs_name_35,gov_name_35,Capital_name_35,pnr_name_35,Topography_name_35,Climate_name_35,le_name_35,imr_name_35,pcod_name_35,GDPPC_name_35,cer_name_35,bmi_name_35,gdpg_name_35,ii_name_35,cpi_name_35,hioef_name_35,lr_name_35,Religions_name_35,Languages_name_35,Population_name_35
id_name_36,Country_name_36,Continent_name_36,fhs_name_36,gov_name_36,Capital_name_36,pnr_name_36,Topography_name_36,Climate_name_36,le_name_36,imr_name_36,pcod_name_36,GDPPC_name_36,cer_name_36,bmi_name_36,gdpg_name_36,ii_name_36,cpi_name_36,hioef_name_36,lr_name_36,Religions_name_36,Languages_name_36,Population_name_36
id_name_37,Country_name_37,Continent_name_37,fhs_name_37,gov_name_37,Capital_name_37,pnr_name_37,Topography_name_37,Climate_name_37,le_name_37,imr_name_37,pcod_name_37,GDPPC_name_37,cer_name_37,bmi_name_37,gdpg_name_37,ii_name_37,cpi_name_37,hioef_name_37,lr_name_37,Religions_name_37,Languages_name_37,Population_name_37
id_name_38,Country_name_38,Continent_name_38,fhs_name_38,gov_name_38,Capital_name_38,pnr_name_38,Topography_name_38,Climate_name_38,le_name_38,imr_name_38,pcod_name_38,GDPPC_name_38,cer_name_38,bmi_name_38,gdpg_name_38,ii_name_38,cpi_name_38,hioef_name_38,lr_name_38,Religions_name_38,Languages_name_38,Population_name_38
id_name_39,Country_name_39,Continent_name_39,fhs_name_39,gov_name_39,Capital_name_39,pnr_name_39,Topography_name_39,Climate_name_39,le_name_39,imr_name_39,pcod_name_39,GDPPC_name_39,cer_name_39,bmi_name_39,gdpg_name_39,ii_name_39,cpi_name_39,hioef_name_39,lr_name_39,Religions_name_39,Languages_name_39,Population_name_39
id_name_40,Country_name_40,Continent_name_40,fhs_name_40,gov_name_40,Capital_name_40,pnr_name_40,Topography_name_40,Climate_name_40,le_name_40,imr_name_40,pcod_name_40,GDPPC_name_40,cer_name_40,bmi_name_40,gdpg_name_40,ii_name_40,cpi_name_40,hioef_name_40,lr_name_40,Religions_name_40,Languages_name_40,Population_name_40
id_name_41,Country_name_41,Continent_name_41,fhs_name_41,gov_name_41,Capital_name_41,pnr_name_41,Topography_name_41,Climate_name_41,le_name_41,imr_name_41,pcod_name_41,GDPPC_name_41,cer_name_41,bmi_name_41,gdpg_name_41,ii_name_41,cpi_name_41,hioef_name_41,lr_name_41,Religions_name_41,Languages_name_41,Population_name_41
id_name_42,Country_name_42,Continent_name_42,fhs_name_42,gov_name_42,Capital_name_42,pnr_name_42,Topography_name_42,Climate_name_42,le_name_42,imr_name_42,pcod_name_42,GDPPC_name_42,cer_name_42,bmi_name_42,gdpg_name_42,ii_name_42,cpi_name_42,hioef_name_42,lr_name_42,Religions_name_42,Languages_name_42,Population_name_42
id_name_43,Country_name_43,Continent_name_43,fhs_name_43,gov_name_43,Capital_name_43,pnr_name_43,Topography_name_43,Climate_name_43,le_name_43,imr_name_43,pcod_name_43,GDPPC_name_43,cer_name_43,bmi_name_43,gdpg_name_43,ii_name_43,cpi_name_43,hioef_name_43,lr_name_43,Religions_name_43,Languages_name_43,Population_name_43
id_name_44,Country_name_44,Continent_name_44,fhs_name_44,gov_name_44,Capital_name_44,pnr_name_44,Topography_name_44,Climate_name_44,le_name_44,imr_name_44,pcod_name_44,GDPPC_name_44,cer_name_44,bmi_name_44,gdpg_name_44,ii_name_44,cpi_name_44,hioef_name_44,lr_name_44,Religions_name_44,Languages_name_44,Population_name_44
id_name_45,Country_name_45,Continent_name_45,fhs_name_45,gov_name_45,Capital_name_45,pnr_name_45,Topography_name_45,Climate_name_45,le_name_45,imr_name_45,pcod_name_45,GDPPC_name_45,cer_name_45,bmi_name_45,gdpg_name_45,ii_name_45,cpi_name_45,hioef_name_45,lr_name_45,Religions_name_45,Languages_name_45,Population_name_45
id_name_46,Country_name_46,Continent_name_46,fhs_name_46,gov_name_46,Capital_name_46,pnr_name_46,Topography_name_46,Climate_name_46,le_name_46,imr_name_46,pcod_name_46,GDPPC_name_46,cer_name_46,bmi_name_46,gdpg_name_46,ii_name_46,cpi_name_46,hioef_name_46,lr_name_46,Religions_name_46,Languages_name_46,Population_name_46
id_name_47,Country_name_47,Continent_name_47,fhs_name_47,gov_name_47,Capital_name_47,pnr_name_47,Topography_name_47,Climate_name_47,le_name_47,imr_name_47,pcod_name_47,GDPPC_name_47,cer_name_47,bmi_name_47,gdpg_name_47,ii_name_47,cpi_name_47,hioef_name_47,lr_name_47,Religions_name_47,Languages_name_47,Population_name_47
id_name_48,Country_name_48,Continent_name_48,fhs_name_48,gov_name_48,Capital_name_48,pnr_name_48,Topography_name_48,Climate_name_48,le_name_48,imr_name_48,pcod_name_48,GDPPC_name_48,cer_name_48,bmi_name_48,gdpg_name_48,ii_name_48,cpi_name_48,hioef_name_48,lr_name_48,Religions_name_48,Languages_name_48,Population_name_48
id_name_49,Country_name_49,Continent_name_49,fhs_name_49,gov_name_49,Capital_name_49,pnr_name_49,Topography_name_49,Climate_name_49,le_name_49,imr_name_49,pcod_name_49,GDPPC_name_49,cer_name_49,bmi_name_49,gdpg_name_49,ii_name_49,cpi_name_49,hioef_name_49,lr_name_49,Religions_name_49,Languages_name_49,Population_name_49
id_name_50,Country_name_50,Continent_name_50,fhs_name_50,gov_name_50,Capital_name_50,pnr_name_50,Topography_name_50,Climate_name_50,le_name_50,imr_name_50,pcod_name_50,GDPPC_name_50,cer_name_50,bmi_name_50,gdpg_name_50,ii_name_50,cpi_name_50,hioef_name_50,lr_name_50,Religions_name_50,Languages_name_50,Population_name_50
id_name_51,Country_name_51,Continent_name_51,fhs_name_51,gov_name_51,Capital_name_51,pnr_name_51,Topography_name_51,Climate_name_51,le_name_51,imr_name_51,pcod_name_51,GDPPC_name_51,cer_name_51,bmi_name_51,gdpg_name_51,ii_name_51,cpi_name_51,hioef_name_51,lr_name_51,Religions_name_51,Languages_name_51,Population_name_51
id_name_52,Country_name_52,Continent_name_52,fhs_name_52,gov_name_52,Capital_name_52,pnr_name_52,Topography_name_52,Climate_name_52,le_name_52,imr_name_52,pcod_name_52,GDPPC_name_52,cer_name_52,bmi_name_52,gdpg_name_52,ii_name_52,cpi_name_52,hioef_name_52,lr_name_52,Religions_name_52,Languages_name_52,Population_name_52
id_name_53,Country_name_53,Continent_name_53,fhs_name_53,gov_name_53,Capital_name_53,pnr_name_53,Topography_name_53,Climate_name_53,le_name_53,imr_name_53,pcod_name_53,GDPPC_name_53,cer_name_53,bmi_name_53,gdpg_name_53,ii_name_53,cpi_name_53,hioef_name_53,lr_name_53,Religions_name_53,Languages_name_53,Population_name_53
id_name_54,Country_name_54,Continent_name_54,fhs_name_54,gov_name_54,Capital_name_54,pnr_name_54,Topography_name_54,Climate_name_54,le_name_54,imr_name_54,pcod_name_54,GDPPC_name_54,cer_name_54,bmi_name_54,gdpg_name_54,ii_name_54,cpi_name_54,hioef_name_54,lr_name_54,Religions_name_54,Languages_name_54,Population_name_54
id_name_55,Country_name_55,Continent_name_55,fhs_name_55,gov_name_55,Capital_name_55,pnr_name_55,Topography_name_55,Climate_name_55,le_name_55,imr_name_55,pcod_name_55,GDPPC_name_55,cer_name_55,bmi_name_55,gdpg_name_55,ii_name_55,cpi_name_55,hioef_name_55,lr_name_55,Religions_name_55,Languages_name_55,Population_name_55
id_name_56,Country_name_56,Continent_name_56,fhs_name_56,gov_name_56,Capital_name_56,pnr_name_56,Topography_name_56,Climate_name_56,le_name_56,imr_name_56,pcod_name_56,GDPPC_name_56,cer_name_56,bmi_name_56,gdpg_name_56,ii_name_56,cpi_name_56,hioef_name_56,lr_name_56,Religions_name_56,Languages_name_56,Population_name_56
id_name_57,Country_name_57,Continent_name_57,fhs_name_57,gov_name_57,Capital_name_57,pnr_name_57,Topography_name_57,Climate_name_57,le_name_57,imr_name_57,pcod_name_57,GDPPC_name_57,cer_name_57,bmi_name_57,gdpg_name_57,ii_name_57,cpi_name_57,hioef_name_57,lr_name_57,Religions_name_57,Languages_name_57,Population_name_57
id_name_58,Country_name_58,Continent_name_58,fhs_name_58,gov_name_58,Capital_name_58,pnr_name_58,Topography_name_58,Climate_name_58,le_name_58,imr_name_58,pcod_name_58,GDPPC_name_58,cer_name_58,bmi_name_58,gdpg_name_58,ii_name_58,cpi_name_58,hioef_name_58,lr_name_58,Religions_name_58,Languages_name_58,Population_name_58
id_name_59,Country_name_59,Continent_name_59,fhs_name_59,gov_name_59,Capital_name_59,pnr_name_59,Topography_name_59,Climate_name_59,le_name_59,imr_name_59,pcod_name_59,GDPPC_name_59,cer_name_59,bmi_name_59,gdpg_name_59,ii_name_59,cpi_name_59,hioef_name_59,lr_name_59,Religions_name_59,Languages_name_59,Population_name_59
id_name_60,Country_name_60,Continent_name_60,fhs_name_60,gov_name_60,Capital_name_60,pnr_name_60,Topography_name_60,Climate_name_60,le_name_60,imr_name_60,pcod_name_60,GDPPC_name_60,cer_name_60,bmi_name_60,gdpg_name_60,ii_name_60,cpi_name_60,hioef_name_60,lr_name_60,Religions_name_60,Languages_name_60,Population_name_60
id_name_61,Country_name_61,Continent_name_61,fhs_name_61,gov_name_61,Capital_name_61,pnr_name_61,Topography_name_61,Climate_name_61,le_name_61,imr_name_61,pcod_name_61,GDPPC_name_61,cer_name_61,bmi_name_61,gdpg_name_61,ii_name_61,cpi_name_61,hioef_name_61,lr_name_61,Religions_name_61,Languages_name_61,Population_name_61
id_name_62,Country_name_62,Continent_name_62,fhs_name_62,gov_name_62,Capital_name_62,pnr_name_62,Topography_name_62,Climate_name_62,le_name_62,imr_name_62,pcod_name_62,GDPPC_name_62,cer_name_62,bmi_name_62,gdpg_name_62,ii_name_62,cpi_name_62,hioef_name_62,lr_name_62,Religions_name_62,Languages_name_62,Population_name_62
id_name_63,Country_name_63,Continent_name_63,fhs_name_63,gov_name_63,Capital_name_63,pnr_name_63,Topography_name_63,Climate_name_63,le_name_63,imr_name_63,pcod_name_63,GDPPC_name_63,cer_name_63,bmi_name_63,gdpg_name_63,ii_name_63,cpi_name_63,hioef_name_63,lr_name_63,Religions_name_63,Languages_name_63,Population_name_63
id_name_64,Country_name_64,Continent_name_64,fhs_name_64,gov_name_64,Capital_name_64,pnr_name_64,Topography_name_64,Climate_name_64,le_name_64,imr_name_64,pcod_name_64,GDPPC_name_64,cer_name_64,bmi_name_64,gdpg_name_64,ii_name_64,cpi_name_64,hioef_name_64,lr_name_64,Religions_name_64,Languages_name_64,Population_name_64
id_name_65,Country_name_65,Continent_name_65,fhs_name_65,gov_name_65,Capital_name_65,pnr_name_65,Topography_name_65,Climate_name_65,le_name_65,imr_name_65,pcod_name_65,GDPPC_name_65,cer_name_65,bmi_name_65,gdpg_name_65,ii_name_65,cpi_name_65,hioef_name_65,lr_name_65,Religions_name_65,Languages_name_65,Population_name_65
id_name_66,Country_name_66,Continent_name_66,fhs_name_66,gov_name_66,Capital_name_66,pnr_name_66,Topography_name_66,Climate_name_66,le_name_66,imr_name_66,pcod_name_66,GDPPC_name_66,cer_name_66,bmi_name_66,gdpg_name_66,ii_name_66,cpi_name_66,hioef_name_66,lr_name_66,Religions_name_66,Languages_name_66,Population_name_66
id_name_67,Country_name_67,Continent_name_67,fhs_name_67,gov_name_67,Capital_name_67,pnr_name_67,Topography_name_67,Climate_name_67,le_name_67,imr_name_67,pcod_name_67,GDPPC_name_67,cer_name_67,bmi_name_67,gdpg_name_67,ii_name_67,cpi_name_67,hioef_name_67,lr_name_67,Religions_name_67,Languages_name_67,Population_name_67
id_name_68,Country_name_68,Continent_name_68,fhs_name_68,gov_name_68,Capital_name_68,pnr_name_68,Topography_name_68,Climate_name_68,le_name_68,imr_name_68,pcod_name_68,GDPPC_name_68,cer_name_68,bmi_name_68,gdpg_name_68,ii_name_68,cpi_name_68,hioef_name_68,lr_name_68,Religions_name_68,Languages_name_68,Population_name_68
id_name_69,Country_name_69,Continent_name_69,fhs_name_69,gov_name_69,Capital_name_69,pnr_name_69,Topography_name_69,Climate_name_69,le_name_69,imr_name_69,pcod_name_69,GDPPC_name_69,cer_name_69,bmi_name_69,gdpg_name_69,ii_name_69,cpi_name_69,hioef_name_69,lr_name_69,Religions_name_69,Languages_name_69,Population_name_69
id_name_70,Country_name_70,Continent_name_70,fhs_name_70,gov_name_70,Capital_name_70,pnr_name_70,Topography_name_70,Climate_name_70,le_name_70,imr_name_70,pcod_name_70,GDPPC_name_70,cer_name_70,bmi_name_70,gdpg_name_70,ii_name_70,cpi_name_70,hioef_name_70,lr_name_70,Religions_name_70,Languages_name_70,Population_name_70
id_name_71,Country_name_71,Continent_name_71,fhs_name_71,gov_name_71,Capital_name_71,pnr_name_71,Topography_name_71,Climate_name_71,le_name_71,imr_name_71,pcod_name_71,GDPPC_name_71,cer_name_71,bmi_name_71,gdpg_name_71,ii_name_71,cpi_name_71,hioef_name_71,lr_name_71,Religions_name_71,Languages_name_71,Population_name_71
id_name_72,Country_name_72,Continent_name_72,fhs_name_72,gov_name_72,Capital_name_72,pnr_name_72,Topography_name_72,Climate_name_72,le_name_72,imr_name_72,pcod_name_72,GDPPC_name_72,cer_name_72,bmi_name_72,gdpg_name_72,ii_name_72,cpi_name_72,hioef_name_72,lr_name_72,Religions_name_72,Languages_name_72,Population_name_72
id_name_73,Country_name_73,Continent_name_73,fhs_name_73,gov_name_73,Capital_name_73,pnr_name_73,Topography_name_73,Climate_name_73,le_name_73,imr_name_73,pcod_name_73,GDPPC_name_73,cer_name_73,bmi_name_73,gdpg_name_73,ii_name_73,cpi_name_73,hioef_name_73,lr_name_73,Religions_name_73,Languages_name_73,Population_name_73
id_name_74,Country_name_74,Continent_name_74,fhs_name_74,gov_name_74,Capital_name_74,pnr_name_74,Topography_name_74,Climate_name_74,le_name_74,imr_name_74,pcod_name_74,GDPPC_name_74,cer_name_74,bmi_name_74,gdpg_name_74,ii_name_74,cpi_name_74,hioef_name_74,lr_name_74,Religions_name_74,Languages_name_74,Population_name_74
id_name_75,Country_name_75,Continent_name_75,fhs_name_75,gov_name_75,Capital_name_75,pnr_name_75,Topography_name_75,Climate_name_75,le_name_75,imr_name_75,pcod_name_75,GDPPC_name_75,cer_name_75,bmi_name_75,gdpg_name_75,ii_name_75,cpi_name_75,hioef_name_75,lr_name_75,Religions_name_75,Languages_name_75,Population_name_75
id_name_76,Country_name_76,Continent_name_76,fhs_name_76,gov_name_76,Capital_name_76,pnr_name_76,Topography_name_76,Climate_name_76,le_name_76,imr_name_76,pcod_name_76,GDPPC_name_76,cer_name_76,bmi_name_76,gdpg_name_76,ii_name_76,cpi_name_76,hioef_name_76,lr_name_76,Religions_name_76,Languages_name_76,Population_name_76
